customerID,firstVisitDate,secondVisitDate,articleID,section,author,headline,topicKeywords,totalVisits,wordCount,videoCount
2311,2018-03-18 17:43:07 UTC,,SB10385287216379884548704584103991670217108,WSJ_Opinion,Mary Anastasia O’Grady,WSJ_Article_The Americas_Trump’s Losing Trade Gambit,canada|metal|mexico|steel|tariffs|trump administration|political|general news|international relation,1,,
2312,2018-03-17 10:12:02 UTC,2018-06-07 00:00:00 UTC,SB11027093093037343542404584105332636185244,WSJ_Tech,Sarah E. Needleman,WSJ_Article_Consumer Technology_Why ‘Fortnite’ Gamers on Xbox Can’t Join ‘Fortnite’ Gamers,console|cross-play|drake|fortnite|livestream|multiplayer|playstation|twitch|videogame|wii|xbox|Epic,4,777.0,0.0
2313,2018-03-13 18:25:47 UTC,,SB11704195083378974371404584099474288368000,WSJ_Politics,Michael C. Bender|Felicia Schwartz,"WSJ_Article_Politics and Policy_‘Rex, Eat the Salad’—Inside the Awkward Relationship Between R",donald trump|mike pompeo|rex tillerson|rex tillerson fired|secretary of state|state department|us di,1,1248.0,0.0
2314,2018-03-15 11:03:16 UTC,,SB11027093093037343542404584101822248659720,WSJ_Business,Paul Ziobro|Lillian Rizzo,WSJ_Article_Business_Toys ‘R’ Us Tells Workers It Will Likely Close All U.S. Stores,bankruptcy|bankruptcynews| jobs| liquidiation|pe restructuring| retail| toys r us|Toys ‘R&#39; Us|,1,942.0,1.0
2315,2018-03-09 11:55:32 UTC,,SB12008635076439604245104584089491434195378,WSJ_Markets,Liz Hoffman|Joann S. Lublin,WSJ_Article_Markets Main_Lloyd Blankfein Prepares to Exit Goldman Sachs as Soon as Year’s End,ceo candidates| chairman| chief executive| departure|financial crisis|goldman| goldman ceo| goldman,1,1241.0,0.0
2316,2018-03-14 16:20:38 UTC,,SB10934841746633634231704581213083058690802,WSJ_Business,John Carreyrou,WSJ_Article_Technology_Theranos Has Struggled With Blood Tests,billion dollar club|blood tests|edison|elizabeth holmes|silicon valley|theranos|unicorns|Theranos|Si,1,2766.0,0.0
2317,2018-03-09 17:15:08 UTC,,SB11796467727259013743904584080584128698724,WSJ_Markets,Nicolas Parasie|William Louch|Joice Alves,WSJ_Article_Markets Main_Abraaj Weighs Job Cuts as Investors Review Their Holdings,abraaj| abraaj group| abraaj holdings| arif naqvi|naqvi|pe people|Abraaj Group|Arif Naqvi|corporate,1,,
2318,2018-03-13 15:13:55 UTC,,SB11704195083378974371404584097403724108802,WSJ_Business,Khadeeja Safdar,"WSJ_Article_Business_How Your Returns Are Used Against You at Best Buy, Other Retailers",best buy|best buy returns|return fraud|returning merchandise|returns|store returns|the retail equati,1,1044.0,1.0
2319,2018-03-13 18:10:49 UTC,,SB11704195083378974371404584099474288368000,WSJ_Politics,Michael C. Bender|Felicia Schwartz,"WSJ_Article_Politics and Policy_‘Rex, Eat the Salad’—Inside the Awkward Relationship Between R",donald trump|mike pompeo|rex tillerson|rex tillerson fired|secretary of state|state department|us di,1,1248.0,0.0
2320,2018-03-10 09:26:41 UTC,,SB11513260795640254558004584085750469425772,WSJ_Life,Nathan Kuncel|Paul Sackett,WSJ_Article_The Saturday Essay_The Truth About the SAT and ACT,act|college admissions|college applications|sat|sats|standarized tests|testing|political|general new,1,2246.0,0.0
2321,2018-03-17 12:42:39 UTC,,SB10961112392510633702504584105370990927830,WSJ_Markets,Emily Glazer,WSJ_Article_Markets Main_Justice Department Widens Wells Fargo Sales Investigation to Wealth Managem,doj|fbi| investigation| justice department| probe| wealth management|wells| wfc|Wells Fargo|WFC|corp,1,829.0,0.0
2322,2018-03-09 13:03:19 UTC,,SB11210326209662973945104584089884061131064,WSJ_Business,Lillian Rizzo|Paul Ziobro|Soma Biswas,WSJ_Article_Business_Toys ‘R’ Us Considers Closing All of Its U.S. Stores,pe restructuring|toys &#39;r&#39; us| toys &quot;r&quot; us| toy store| toy store bankruptcy|Toys &q,1,396.0,1.0
2323,2018-03-13 12:13:10 UTC,,SB10053721253826474326804584099101464018882,WSJ_Politics,Michael C. Bender,WSJ_Article_Politics and Policy_Trump’s Personal Assistant Is Fired,2020 campaign|aide fired|mcentee fired|personal assistant|security issue|trump staff turnover|Donald,1,657.0,0.0
2324,2018-03-13 13:42:08 UTC,,SB12800576600084594120404584019084094148654,WSJ_Life,Charles Wallace,WSJ_Article_Journal Reports: Health Care_Dietary Advice Based on the Bacteria in Your Gut,daytwo|dieting|gut bacteria|health care|journal reports|microbiome|microbiome diets|naveen jain|viom,1,1321.0,0.0
2325,2018-03-16 04:33:08 UTC,,SB10342241267609484717704584103631954506304,WSJ_Politics,Rebecca Ballhaus,WSJ_Article_Politics and Policy_Special Counsel Robert Mueller Has Subpoenaed Trump Organization in,collusion|donald|investigation|mueller|organization|probe|robert|russia|subpeona|subpeonas|trump|Tru,1,495.0,1.0
2326,2018-03-09 12:20:13 UTC,,SB11210326209662973945104584089863735699246,WSJ_Business,Christopher M. Matthews|Stephanie Yang,WSJ_Article_Business_Tellurian Has Held Talks With Chesapeake Energy on Louisiana Fields,chesapeake-tellurian talks|haynesville shale formation|natural gas|shale asssets|shale drilling|tell,1,643.0,0.0
2327,2018-03-14 12:56:12 UTC,,SB10961112392510633702504584101373059678340,WSJ_Politics,Kristina Peterson,WSJ_Article_Politics and Policy_Sen. Rand Paul to Oppose Trump’s Nominations for State and CIA,cia|confirmation hearing|congress|republicans|senate|state department|white house|political|general,1,904.0,0.0
2328,2018-03-17 20:04:46 UTC,,SB11027093093037343542404584101932727958824,WSJ_Politics,Michael+Rothfeld,WSJ_Article_Politics and Policy_Trump Organization Tied to Deal to Keep Stormy Daniels Quiet,donald trump|michael cohen| nda| nondisclosure agreement|stephanie clifford |stormy daniels|trump la,1,1061.0,0.0
2328,2018-03-17 20:04:50 UTC,,SB11027093093037343542404584107573912000770,WSJ_Politics,Aruna+Viswanatha,"WSJ_Article_Politics and Policy_Andrew McCabe Kept Notes About Conversations With Trump, Gave Them t",campaign|collusion|mccabe firing|mueller probe|russia|political|general news|crime|legal action|poli,1,1138.0,0.0
2329,2018-03-11 00:50:56 UTC,,SB11805791893646614375304584073542435430108,WSJ_Life,Anne Marie Chaker,WSJ_Article_Life & Style_The Hottest Social Scene in Town Isn’t the Singles’ Bar. It’s the Sup,community centers|community gathering spots|community social hubs|grocery store restaurants|grocery,1,1247.0,0.0
2330,2018-03-12 13:56:37 UTC,,SB11704195083378974371404584097502260299012,WSJ_Politics,Byron Tau,WSJ_Article_Politics and Policy_House Intelligence Panel Wraps Up Russia Probe Interviews,political|general news|crime|legal action|politics|international relations|domestic politics|governm,1,924.0,1.0
2331,2018-03-14 13:17:37 UTC,,SB10342241267609484717704584101481939436054,WSJ_Business,John Carreyrou,WSJ_Article_Business_SEC Charges Theranos and founder Elizabeth Holmes With Fraud,vc industry news|Elizabeth Holmes|corporate crime|legal action|corporate|industrial news|political|g,1,1710.0,0.0
2332,2018-03-11 17:19:20 UTC,,SB11210326209662973945104584091282594172654,WSJ_Markets,Ben+Eisen,WSJ_Article_Markets Main_When Will Stocks Tumble Again? Investors Look to Bitcoin for Answers,bitcoin|cryptocurrency|global stocks|investor sentiment|rally|s&amp;p 500|tandem moves|equity market,1,917.0,1.0
2333,2018-03-16 11:48:08 UTC,,SB11027093093037343542404584103340219066918,WSJ_Markets,Laura+Saunders,WSJ_Article_Tax Report_Do You Own Bitcoin? The IRS Is Coming for You,asset|bitcoin|capital gains |coinbase|cryptocurrency|digital currency|digital-currency wallet |ether,1,903.0,1.0
2334,2018-03-09 21:01:32 UTC,,SB11210326209662973945104584091642991444798,WSJ_Politics,Rebecca Ballhaus|Peter Nicholas,WSJ_Article_Politics and Policy_Trump Lawyers Seek Deal With Mueller to Speed End of Russia Probe,2016 presidential election|donald trump| interview| lawyers| obstruction of justice| robert mueller|,1,732.0,1.0
2335,2018-03-14 18:58:10 UTC,,SB11704195083378974371404584097801599058242,WSJ_Business,Lillian+Rizzo,WSJ_Article_Business_Gun Maker Remington Plans to File for Bankruptcy Protection,bankruptcy|cerberus|creditors|debt|filing|gun debate|pe restructuring|remington|Remington Outdoor|Wa,1,925.0,0.0
2336,2018-03-14 20:39:20 UTC,,SB10342241267609484717704584101541937214878,WSJ_Politics,Nick Timiraos,WSJ_Article_Politics and Policy_Lawrence Kudlow Says He’s Accepted Post as Trump’s White House E,as|chairman|cohn|council|donald|economic|gary|kudklow|kudlow|larry|national league|soon|thursday|tru,1,1384.0,0.0
2337,2018-03-14 09:44:11 UTC,,SB11704195083378974371404584099671992789680,WSJ_Markets,AnnaMaria+Andriotis,WSJ_Article_Financial Regulation_FICO’s Lock on Mortgage Credit Scores Comes Under Fire,credit score| equifax| experian|fair isaac| fannie mae| fico| freddie mac| mortgage| transunion| van,1,919.0,0.0
2338,2018-03-09 16:33:34 UTC,,SB11210326209662973945104584091642991444798,WSJ_Politics,Rebecca Ballhaus|Peter Nicholas,WSJ_Article_Politics and Policy_Trump Lawyers Seek Deal With Mueller to Speed End of Russia Probe,2016 presidential election|donald trump| interview| lawyers| obstruction of justice| robert mueller|,1,732.0,1.0
2339,2018-03-13 22:36:44 UTC,,SB11704195083378974371404584097403724108802,WSJ_Business,Khadeeja Safdar,"WSJ_Article_Business_How Your Returns Are Used Against You at Best Buy, Other Retailers",best buy|best buy returns|return fraud|returning merchandise|returns|store returns|the retail equati,1,1044.0,1.0
2340,2018-03-14 14:36:25 UTC,,SB11027093093037343542404584101370816373260,WSJ_Tech,Natalia Drozdiak|Sam Schechner,WSJ_Article_Technology_Europe Tightens Screws on U.S. Tech Amid Trans-Atlantic Tensions Over Trade,big tech| brussels| european union| france| free trade|trade war|Alphabet Inc. Cl C|GOOGL|GOOG|Apple,1,936.0,0.0
2341,2018-03-16 19:48:23 UTC,,SB12123169795058123920404584029341390640648,WSJ_Life,Steven Pinker,WSJ_Article_The Saturday Essay_The Enlightenment             Is Working,democracy|despotism|education|enlightenment|literacy|poverty|steven pinker|violence|wars|world econo,1,2307.0,0.0
2342,2018-03-17 19:10:40 UTC,2018-06-28 00:00:00 UTC,SB11027093093037343542404584107573912000770,WSJ_Politics,Aruna+Viswanatha,"WSJ_Article_Politics and Policy_Andrew McCabe Kept Notes About Conversations With Trump, Gave Them t",campaign|collusion|mccabe firing|mueller probe|russia|political|general news|crime|legal action|poli,4,1138.0,0.0
2343,2018-03-12 12:34:51 UTC,,SB11704195083378974371404584095911369849246,WSJ_Politics,Michael C. Bender,WSJ_Article_Politics and Policy_White House Unveils Proposals on Guns,bump stocks|gun control|guns|national rifle association|nra|republicans|school shootings|shootings|w,1,1192.0,1.0
2344,2018-03-13 09:54:31 UTC,,SB10053721253826474326804584099101464018882,WSJ_Politics,Michael C. Bender,WSJ_Article_Politics and Policy_Trump’s Personal Assistant Is Fired,aide fired|mcentee fired|personal assistant|security issue|trump staff turnover|Donald Trump|John Mc,1,657.0,0.0
2345,2018-03-09 23:45:03 UTC,,SB12550327182139803995804583616420650991196,WSJ_Life,Ryan Dezember,WSJ_Article_The Saturday Essay_My 10-Year Odyssey Through America’s Housing Crisis,cdo| deepwater horizon| housing crisis| hurricane ivan| leder| mortgage lending| real estate crisis|,1,4700.0,0.0
2346,2018-03-12 16:52:02 UTC,,SB11271771260706913612604584073780119669594,WSJ_Politics,Laura Meckler|Alicia A. Caldwell|Dudley Althaus,WSJ_Article_Politics and Policy_‘This Is Your Daughter? When Was She Born?’ U.S. Border Agents T,border patrol|central america|chain migration|family migration|homeland security|illegal immigrants|,1,1144.0,1.0
2347,2018-03-09 16:24:30 UTC,2018-03-28 00:00:00 UTC,SB11210326209662973945104584089602816566032,WSJ_Markets,Christina Rexrode|Laura Kusisto,WSJ_Article_Markets Main_Mortgage Rates at a Four-Year High Threaten to Roil Housing,housing|housing data|housing market|mortgage rates|refinancing|PNC Financial Services Group|PNC|econ,2,1150.0,0.0
2347,2018-03-09 16:23:31 UTC,2018-03-28 00:00:00 UTC,SB11210326209662973945104584089602816566032,WSJ_Markets,Christina Rexrode|Laura Kusisto,WSJ_Article_Markets Main_Mortgage Rates at a Four-Year High Threaten to Roil Housing,housing|housing data|housing market|mortgage rates|refinancing|PNC Financial Services Group|PNC|econ,2,1150.0,0.0
2347,2018-03-09 16:24:23 UTC,2018-03-28 00:00:00 UTC,SB11210326209662973945104584091642991444798,WSJ_Politics,Rebecca Ballhaus|Peter Nicholas,WSJ_Article_Politics and Policy_Trump Lawyers Seek Deal With Mueller to Speed End of Russia Probe,2016 presidential election|donald trump| interview| lawyers| obstruction of justice| robert mueller|,2,732.0,1.0
2347,2018-03-09 16:25:09 UTC,2018-03-28 00:00:00 UTC,SB11210326209662973945104584091642991444798,WSJ_Politics,Rebecca Ballhaus|Peter Nicholas,WSJ_Article_Politics and Policy_Trump Lawyers Seek Deal With Mueller to Speed End of Russia Probe,2016 presidential election|donald trump| interview| lawyers| obstruction of justice| robert mueller|,2,732.0,1.0
2348,2018-03-14 23:43:10 UTC,,SB10342241267609484717704584101481939436054,WSJ_Business,John Carreyrou,WSJ_Article_Business_SEC Charges Theranos and founder Elizabeth Holmes With Fraud,blood testing| edison| elizabeth holmes| sec| silicon valley| sunny balwani|theranos| unicorns|vc in,1,1710.0,0.0
2349,2018-03-12 19:39:04 UTC,,SB11115384206897403412704584097272865136690,WSJ_Tech,Kate O’Keeffe,"WSJ_Article_Technology_In Letter, CFIUS Suggests It May Soon Recommend Against Broadcom Bid for Qual",broadcom|centers|chips|computer|data|hostle|intel|merger|over|pe deals|phone|qualcomm|take|takeover|,1,1123.0,1.0
2350,2018-03-14 21:44:23 UTC,,SB11027093093037343542404584101932727958824,WSJ_Politics,Michael Rothfeld|Joe Palazzolo,WSJ_Article_Politics and Policy_Top Trump Company Lawyer Worked to Silence Stormy Daniels,donald trump|michael cohen| nda| nondisclosure agreement|stephanie clifford |stormy daniels|trump la,1,1061.0,0.0
2351,2018-03-16 22:36:52 UTC,,SB12550327182139803995804583616420650991196,WSJ_Life,Ryan Dezember,WSJ_Article_The Saturday Essay_My 10-Year Odyssey Through America’s Housing Crisis,cdo| deepwater horizon| housing crisis| hurricane ivan| leder| mortgage lending| real estate crisis|,1,4700.0,0.0
2352,2018-03-14 15:44:57 UTC,,SB11704195083378974371404584099753505253862,WSJ_Business,Lauren Weber,WSJ_Article_Business_White Men Challenge Workplace Diversity Efforts,backlash|challenge|discrimination|diversity|google|minority|recruiting|retaliation|reverse discrimin,1,887.0,0.0
2353,2018-03-17 00:15:17 UTC,,SB10342241267609484717704584105993740798868,WSJ_Politics,Aruna Viswanatha,"WSJ_Article_Politics and Policy_Attorney General Fires Ex-FBI Deputy Director Andrew McCabe, Who Was",fbi|mccabe| trump administration|Dr. Jill McCabe|Donald Trump|Andrew McCabe|political|general news|p,1,1085.0,0.0
2354,2018-03-09 14:34:44 UTC,2018-03-20 00:00:00 UTC,SB12775101498795324251604584089691304167728,WSJ_Life,Michael Benson,WSJ_Article_Essay_How Kubrick’s ‘2001: A Space Odyssey’ Saw Into the Future,2001|2001 a space odyssey|hollywood|movies|stanley kubrick|technology|International Business Machine,2,1334.0,0.0
2355,2018-03-12 13:14:15 UTC,,SB11704195083378974371404584095753851264152,WSJ_Politics,Joshua Jamerson,WSJ_Article_Politics and Policy_Pennsylvania House Race Seen as a Test for Both Parties,political|general news|politics|international relations|domestic politics|regional politics|governme,1,1050.0,1.0
2356,2018-03-09 12:11:54 UTC,,SB12008635076439604245104584089903637698882,WSJ_Politics,Michael C. Bender|Peter Nicholas|Siobhan Hughes,WSJ_Article_Politics and Policy_Inside Trump’s Trade War: How the Protectionists Beat the Free Tra,aluminum tarrif|are trade deficits bad|free trade|free trade vs protectionism|leder| protectionism|,1,2627.0,0.0
2357,2018-03-15 02:43:16 UTC,,SB10342241267609484717704584101481939436054,WSJ_Business,John Carreyrou,WSJ_Article_Business_SEC Charges Theranos and founder Elizabeth Holmes With Fraud,blood testing| edison| elizabeth holmes| sec| silicon valley| sunny balwani|theranos| unicorns|vc in,1,1710.0,0.0
2358,2018-03-09 16:32:39 UTC,,SB11210326209662973945104584091642991444798,WSJ_Politics,Rebecca Ballhaus|Peter Nicholas,WSJ_Article_Politics and Policy_Trump Lawyers Seek Deal With Mueller to Speed End of Russia Probe,2016 presidential election|donald trump| interview| lawyers| obstruction of justice| robert mueller|,1,732.0,1.0
2359,2018-03-15 11:51:08 UTC,,SB12565379802186904822304584097513593092526,WSJ_Life,,WSJ_Article_College Basketball_WSJ’s Madness Machine Can Fill Out Your Bracket,basketball|political|general news|college sports|sports|routine general news,1,174.0,0.0
2360,2018-03-16 12:48:12 UTC,,SB11027093093037343542404584105290821213788,WSJ_Politics,Michael+C.+Bender,WSJ_Article_Politics and Policy_Donald Trump and John Kelly Reach Truce,cabinet|chief of staff|firings|john kelly|staff turnover|trump|trump administration|white house|Dona,1,1274.0,0.0
2361,2018-03-18 19:23:22 UTC,,SB11796467727259013743904584083911728330876,WSJ_Business,Laura Kusisto,WSJ_Article_Business_American Housing Shortage Slams the Door on Buyers,home building| housing shortage|leder| shortage|corporate|industrial news|economic performance|indic,1,2041.0,0.0
2362,2018-03-16 17:30:58 UTC,,SB10134659534830883462704584083250523366832,WSJ_Life,Jacob Gallagher,WSJ_Article_Fashion_Stop Dressing Like Every Guy In America: Give Up Your Gingham Shirts,button downs|collared shirts|formal shirts|gingham|gingham shirts|j. crew|mens fashion|political|gen,1,740.0,0.0
2363,2018-03-14 16:34:01 UTC,,SB11027093093037343542404584101171038212230,WSJ_Politics,Joshua Jamerson|Reid J. Epstein|Janet Hook,WSJ_Article_Politics and Policy_Democrat in Pennsylvania Race Declares Victory,absentee ballots|house seat|midtermcarousel|pennsylvania election|republican district|southwest penn,1,1159.0,1.0
2364,2018-03-12 16:17:49 UTC,,SB11210326209662973945104584092013974171076,WSJ_Business,Theo Francis|Vanessa Fuhrmans,"WSJ_Article_Business_Are You Underpaid? In a First, U.S. Firms Reveal How Much They Pay Workers",ceo|ceo to median pay ratio|compensation|darius adamczyk|david jahn|disclosure|dodd frank|employee|g,1,1269.0,0.0
2365,2018-03-13 10:49:40 UTC,2018-03-25 00:00:00 UTC,SB11094844722466913615704582450424084478222,WSJ_Life,Will Schwalbe,WSJ_Article_The Saturday Essay_The Need to Read,books|books for living|fiction|literature|nonfiction|reading|self-help books|will schwalbe|political,8,2574.0,0.0
2366,2018-03-15 16:54:07 UTC,,SB10342241267609484717704584103631954506304,WSJ_Politics,Rebecca Ballhaus,WSJ_Article_Politics and Policy_Special Counsel Robert Mueller Has Subpoenaed Trump Organization in,collusion|donald|investigation|mueller|organization|probe|robert|russia|subpeona|subpeonas|trump|Tru,1,495.0,1.0
2367,2018-03-09 10:13:47 UTC,,SB11210326209662973945104584087774286479380,WSJ_Tech,David Pierce,WSJ_Article_Personal Technology: Review_Samsung Galaxy S9 Is Impressive and Infuriating,2 cameras|android|camera|galaxy|pixel|pixel vs s9|review|s8 vs s9|s9|samsung|smartphone|Samsung Elec,1,1108.0,4.0
2368,2018-03-11 18:41:24 UTC,,SB12008635076439604245104584087652593691332,WSJ_Opinion,Peggy Noonan,WSJ_Article_Declarations_The Screwball Tragedy of Donald Trump,Donald Trump|political|general news|politics|international relations|domestic politics|elections|nat,1,1259.0,0.0
2369,2018-03-12 14:01:54 UTC,,SB12773664981602163830004581152261787821154,WSJ_Business,Victoria McGrane|Joann S. Lublin,WSJ_Article_Business_SEC Set to Approve Final CEO Pay-Ratio Rule,ceo compensation|ceo pay|disclosure|dodd-frank|executive pay|pay gap|pay-ratio calculation|sec|vote|,1,1283.0,1.0
2369,2018-03-12 14:02:27 UTC,,SB12198230036135484525204584018793427600268,WSJ_Business,Vanessa Fuhrmans|Theo Francis,WSJ_Article_Business_An Early Look at the CEO-Worker Pay Ratio,ceo compensation|ceo pay|ceo salaries|median pay|pay by industry|pay disparity|pay ratio|regulation|,1,637.0,0.0
2370,2018-03-10 10:36:37 UTC,,SB11805791893646614375304584073542435430108,WSJ_Life,Anne Marie Chaker,WSJ_Article_Life & Style_The Hottest Social Scene in Town Isn’t the Singles’ Bar. It’s the Sup,community centers|community gathering spots|community social hubs|grocery store restaurants|grocery,1,1247.0,0.0
2371,2018-03-17 02:54:14 UTC,,SB12784465897660094639204584105043556198468,WSJ_Markets,Amrith Ramkumar|David Hodari,WSJ_Article_Commodities_Gold Inches Lower as Investors Eye Next Week’s Fed Meeting,base metals|copper|fed meeting|gold|industrial metals|interest rates|precious metals|Banyan Hill Pub,1,,
2372,2018-03-09 15:59:11 UTC,,SB11210326209662973945104584089884061131064,WSJ_Business,Lillian Rizzo|Paul Ziobro|Soma Biswas,WSJ_Article_Business_Toys ‘R’ Us Considers Closing All of Its U.S. Stores,pe restructuring|toys &#39;r&#39; us| toys &quot;r&quot; us| toy store| toy store bankruptcy|Toys &q,1,396.0,1.0
2373,2018-03-10 08:35:37 UTC,,SB12775101498795324251604584091654130126032,WSJ_Markets,Dana Mattioli|Dana Cimilluca,WSJ_Article_Markets Main_Intel Considers Possible Bid for Broadcom,acquisition|broadcom|intel|merger|qualcomm|Intel|INTC|Broadcom|AVGO|Qualcomm|QCOM|Apple|AAPL|Samsung,1,1162.0,0.0
2374,2018-03-14 08:52:25 UTC,,SB10053721253826474326804584099101464018882,WSJ_Politics,Michael C. Bender|Rebecca Ballhaus,WSJ_Article_Politics and Policy_Trump’s Personal Assistant Is Fired,2020 campaign|aide fired|mcentee fired|personal assistant|security issue|trump staff turnover|Donald,1,657.0,0.0
2375,2018-03-09 16:04:09 UTC,,SB11210326209662973945104584091642991444798,WSJ_Politics,Rebecca Ballhaus|Peter Nicholas,WSJ_Article_Politics and Policy_Trump Lawyers Seek Deal With Mueller to Speed End of Russia Probe,2016 presidential election|donald trump| interview| lawyers| obstruction of justice| robert mueller|,1,732.0,1.0
2376,2018-03-17 18:05:05 UTC,,SB11027093093037343542404584107573912000770,WSJ_Politics,Aruna+Viswanatha,"WSJ_Article_Politics and Policy_Andrew McCabe Kept Notes About Conversations With Trump, Gave Them t",campaign|collusion|mccabe firing|mueller probe|russia|political|general news|crime|legal action|poli,1,1138.0,0.0
2377,2018-03-13 14:01:57 UTC,,SB10053721253826474326804584099101464018882,WSJ_Politics,Michael C. Bender|Rebecca Ballhaus,WSJ_Article_Politics and Policy_Trump’s Personal Assistant Is Fired,2020 campaign|aide fired|mcentee fired|personal assistant|security issue|trump staff turnover|Donald,1,657.0,0.0
2378,2018-03-13 13:26:01 UTC,,SB11704195083378974371404584097403724108802,WSJ_Business,Khadeeja Safdar,"WSJ_Article_Business_How Your Returns Are Used Against You at Best Buy, Other Retailers",best buy|best buy returns|return fraud|returning merchandise|returns|store returns|the retail equati,1,1044.0,1.0
2379,2018-03-09 16:07:48 UTC,2018-04-21 00:00:00 UTC,SB12008635076439604245104584087373693353570,WSJ_Opinion,Alexandra+DeSanctis,WSJ_Article_Houses of Worship_Notre Dame Becomes a Bit Less Catholic,birth control|catholic church|obama administration|obamacare|religious conservatism|university of no,4,819.0,0.0
2380,2018-03-09 22:28:43 UTC,,SB11210326209662973945104584091432090452044,WSJ_Business,Andy Pasztor,"WSJ_Article_Business_Amazon, Google, Others Are Developing Private Air-Traffic Control for Drones",air traffic control system|amazon|amazon prime air|drone|drone delivery|drones|faa|gur kimchi|how ma,1,928.0,1.0
2381,2018-03-14 21:07:21 UTC,,SB12123169795058123920404584029341390640648,WSJ_Life,Steven Pinker,WSJ_Article_The Saturday Essay_The Enlightenment             Is Working,democracy|despotism|education|enlightenment|literacy|poverty|steven pinker|violence|wars|world econo,1,2307.0,0.0
2382,2018-03-17 17:57:00 UTC,,SB11027093093037343542404584103951375082822,WSJ_Politics,Josh Mitchell|Melissa Korn,WSJ_Article_Politics and Policy_Foreign-Student Enrollments at Risk as Trump Administration Targets,higher education| trade war| trump administration|u.s.-china relations|Donald Trump|economic perform,1,838.0,0.0
2383,2018-03-17 17:08:31 UTC,2018-03-19 00:00:00 UTC,SB11027093093037343542404584107573912000770,WSJ_Politics,Aruna+Viswanatha,"WSJ_Article_Politics and Policy_Andrew McCabe Kept Notes About Conversations With Trump, Gave Them t",campaign|collusion|mccabe firing|mueller probe|russia|political|general news|crime|legal action|poli,6,1138.0,0.0
2384,2018-03-13 16:17:17 UTC,,SB11704195083378974371404584099474288368000,WSJ_Politics,Michael+C.+Bender,"WSJ_Article_Politics and Policy_‘Rex, Eat the Salad’: Inside the Awkward Relationship Between Re",donald trump|mike pompeo|rex tillerson|rex tillerson fired|secretary of state|state department|us di,1,1248.0,0.0
2385,2018-03-14 01:01:46 UTC,,SB11704195083378974371404584097403724108802,WSJ_Business,Khadeeja Safdar,"WSJ_Article_Business_How Your Returns Are Used Against You at Best Buy, Other Retailers",best buy|best buy returns|return fraud|returning merchandise|returns|store returns|the retail equati,1,1044.0,1.0
2385,2018-03-14 00:41:16 UTC,,SB11704195083378974371404584099474288368000,WSJ_Politics,Michael C. Bender|Felicia Schwartz,"WSJ_Article_Politics and Policy_‘Rex, Eat the Salad’—Inside the Awkward Relationship Between R",donald trump|mike pompeo|rex tillerson|rex tillerson fired|secretary of state|state department|us di,1,1248.0,0.0
2386,2018-03-15 07:22:41 UTC,,SB11027093093037343542404584101822248659720,WSJ_Business,Paul+Ziobro,WSJ_Article_Business_Toys ‘R’ Us Tells Workers It Will Likely Close All U.S. Stores,bankruptcy|bankruptcynews| jobs| liquidiation|pe restructuring| retail| toys r us|Toys ‘R&#39; Us|,1,942.0,1.0
2387,2018-03-12 19:51:27 UTC,,SB10064993444797713693304584015331423804364,WSJ_Business,Khadeeja Safdar,WSJ_Article_Business_The Boss of Victoria’s Secret Bets on a Radical Idea: Smartphones Will Fade,leder| lingerie| online shopping|retail| shopping malls| specialty retailer|L Brands|LB|Leslie Wexne,1,2007.0,0.0
2388,2018-03-15 06:42:17 UTC,,SB11788304715175773311104584087183957329554,WSJ_Opinion,Karl Rove,WSJ_Article_Commentary (U.S.)_Democrats Sing the Texas Blues,2018|congress|democrats|primary elections|republicans|texas|political|general news|politics|internat,1,879.0,0.0
2389,2018-03-15 12:20:25 UTC,,SB10627097864735034293104582032490484148050,WSJ_Tech,Telis Demos,WSJ_Article_Technology_PayPal Profit and Revenue Rise,paypal earnings|paypal profit|paypal revenue|PayPal Holdings|PYPL|eBay|EBAY|plans|strategy|financial,1,,
2390,2018-03-13 13:34:27 UTC,,SB10053721253826474326804584099160047332756,WSJ_Politics,Michael+C.+Bender,WSJ_Article_Politics and Policy_Rex Tillerson Is Out as Secretary of State; Donald Trump Taps Mike P,department|dept|donald|ousted|out|resigns|russ|state|tillerson|trump|Donald Trump|Rex Tillerson|regu,1,1353.0,0.0
2391,2018-03-17 13:57:11 UTC,,SB11027093093037343542404584105560437093486,WSJ_Markets,Stephen Wilmot,WSJ_Article_Heard on the Street_Profitable Plans Afoot to Carve Rump of Yahoo,activist hedge fund| alibaba stake| altaba| yahoo japan stake|TCI Fund Management|Yahoo|AABA|YHOO|Al,1,428.0,0.0
2392,2018-03-15 07:17:01 UTC,,SB12775101498795324251604584089552260652352,WSJ_Opinion,Nikolaos Karamouzis,WSJ_Article_Commentary (U.S.)_Is Greece Ready to Stand on Its Own Feet?,bailout|eu|euro|european central bank|greece|growth|government finance|government borrowing|euro zon,1,847.0,0.0
2393,2018-03-12 00:48:13 UTC,,SB11796467727259013743904584085072812477280,WSJ_Business,Mike Colias,WSJ_Article_Autos_Marketing Veteran Returns to Autos in Effort to Revive Cadillac,cadillac sales|china auto sales|luxury autos|luxury car sales|north american auto sales|Cadillac|BMW,1,504.0,0.0
